Month,Day,mean,std,Water_Vapor_Risk_Threshold,Historical_Prob_%,Theoretical_Risk_Prob_%
12,1,-1108.8569998988887,3333.803672031707,5558.750344164525,0.0,2.27501319481792
12,2,-2219.9609999033332,4410.300575249002,6600.640150594671,0.0,2.27501319481792
12,3,-2219.855777674444,4410.36023641068,6600.864695146916,0.0,2.27501319481792
12,4,-2220.1231110222225,4410.208688146701,6600.29426527118,0.0,2.27501319481792
12,5,-1108.5273332155555,3333.927355790325,5559.327378365094,0.0,2.27501319481792
12,6,-2219.7642221155556,4410.4122017820455,6601.060181448535,0.0,2.27501319481792
12,7,-3331.118333242222,5000.911274937646,6670.70421663307,0.0,2.27501319481792
12,8,2.3296667782222222,0.9375633760419446,4.2047935303061115,0.0,2.27501319481792
12,9,-2219.848222121111,4410.364540889038,6600.880859656965,0.0,2.27501319481792
12,10,-3331.0281110177775,5000.979014513193,6670.929918008608,0.0,2.27501319481792
12,11,-2219.8526665655554,4410.362131546487,6600.871596527419,0.0,2.27501319481792
12,12,2.41366678,0.9412852044771032,4.296237188954207,11.11111111111111,2.27501319481792
12,13,2.2994445544444444,0.9044425667325591,4.1083296879095625,11.11111111111111,2.27501319481792
12,14,-2219.924666567778,4410.321203641529,6600.717740715279,0.0,2.27501319481792
12,15,-1109.175444357778,3333.684224597161,5558.193004836545,0.0,2.27501319481792
12,16,-1108.9406665666666,3333.772318428454,5558.603970290242,0.0,2.27501319481792
12,17,2.438222337777778,0.6265801879581476,3.691382713694073,11.11111111111111,2.27501319481792
12,18,-2220.2776665855554,4410.1210443839145,6599.964422182274,0.0,2.27501319481792
12,19,2.5811112322222223,0.8713114739206842,4.323734180063591,0.0,2.27501319481792
12,20,-1108.8576665655555,3333.8034450767127,5558.74922358787,0.0,2.27501319481792
12,21,2.260000107888889,0.7947308106889096,3.849461729266708,0.0,2.27501319481792
12,22,-1108.7834443366667,3333.831269160686,5558.879093984706,0.0,2.27501319481792
12,23,2.6872223500000003,0.781542386600405,4.250307123200811,0.0,2.27501319481792
12,24,-1108.820333228889,3333.817477476379,5558.814621723868,0.0,2.27501319481792
12,25,-4442.459555482222,5271.3971704001115,6100.334785318001,0.0,2.27501319481792
12,26,-2220.4265554811113,4410.03662531756,6599.646695154008,0.0,2.27501319481792
12,27,-1109.4736665951111,3333.5724205648626,5557.671174534614,0.0,2.27501319481792
12,28,-2220.6019999333334,4409.937189657199,6599.272379381066,0.0,2.27501319481792
12,29,-2220.5415554855554,4409.971432262211,6599.401309038867,0.0,2.27501319481792
12,30,-3331.9711110628887,5000.27169391095,6668.5722767590105,0.0,2.27501319481792
12,31,-3331.8083332755555,5000.393768700335,6668.979204125115,0.0,2.27501319481792
